"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","TEMP","TEMP_ATTRIBUTES","DEWP","DEWP_ATTRIBUTES","SLP","SLP_ATTRIBUTES","STP","STP_ATTRIBUTES","VISIB","VISIB_ATTRIBUTES","WDSP","WDSP_ATTRIBUTES","MXSPD","GUST","MAX","MAX_ATTRIBUTES","MIN","MIN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNDP","FRSHTT"
"72306013722","2018-01-01","35.89227","-78.78194","120.5","RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US","  21.9","24","  -2.1","24","1031.2","24","014.6","24"," 10.0","24","  7.4","24"," 11.1"," 15.0","  35.1"," ","  12.9"," "," 0.00","G","999.9","000000"
"72306013722","2018-01-02","35.89227","-78.78194","120.5","RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US","  19.8","24","  -1.3","24","1034.8","24","018.1","24"," 10.0","24","  2.8","24","  7.0","999.9","  32.0"," ","  12.0"," "," 0.00","G","999.9","000000"
"72306013722","2018-01-03","35.89227","-78.78194","120.5","RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US","  20.6","24","   2.9","24","1026.2","24","009.6","24"," 10.0","24","  2.2","24"," 11.1","999.9","  32.0"," ","   9.0"," "," 0.00","G","999.9","000000"
"72306013722","2018-01-04","35.89227","-78.78194","120.5","RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US","  26.3","24","  11.4","24","1010.3","22","994.3","24","  7.7","24","  7.9","24"," 18.1"," 25.1","  32.0"," ","   9.0"," "," 0.06","G","999.9","001000"
"72306013722","2018-01-05","35.89227","-78.78194","120.5","RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US","  21.0","24","  -0.9","24","1021.1","24","004.7","24"," 10.0","24","  6.4","24","  9.9"," 19.0","  30.9"," ","  12.0"," "," 0.00","G","  1.2","000000"
"72306013722","2018-01-06","35.89227","-78.78194","120.5","RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US","  19.4","24","  -2.2","24","1030.2","24","013.6","24"," 10.0","24","  3.5","24"," 12.0"," 17.1","  30.9"," ","  12.0"," "," 0.00","G","999.9","000000"
"72306013722","2018-01-07","35.89227","-78.78194","120.5","RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US","  16.4","24","  -4.1","24","1036.8","24","020.0","24"," 10.0","24","  2.2","24","  6.0","999.9","  30.0"," ","   3.9"," "," 0.00","G","999.9","000000"
"72306013722","2018-01-08","35.89227","-78.78194","120.5","RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US","  28.2","24","   5.4","24","1029.5","24","013.0","24"," 10.0","24","  4.2","24"," 13.0","999.9","  46.9"," ","   3.9"," "," 0.00","G","999.9","010000"
"72306013722","2018-01-09","35.89227","-78.78194","120.5","RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US","  43.9","24","  31.2","24","1024.2","24","008.1","24"," 10.0","24","  2.3","24","  5.1","999.9","  63.0"," ","  16.0"," "," 0.00","G","999.9","010000"
"72306013722","2018-01-10","35.89227","-78.78194","120.5","RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US","  49.8","24","  33.8","24","1027.7","24","011.7","24"," 10.0","24","  4.6","24","  8.9","999.9","  63.0"," ","  28.9"," "," 0.00","G","999.9","000000"
"72306013722","2018-01-11","35.89227","-78.78194","120.5","RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US","  51.8","24","  45.2","24","1025.6","23","009.7","24","  7.8","24","  3.8","24","  8.9"," 20.0","  64.0"," ","  41.0"," "," 0.00","G","999.9","010000"
"72306013722","2018-01-12","35.89227","-78.78194","120.5","RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US","  66.0","24","  64.0","24","1012.9","21","997.0","24","  8.3","24","  9.9","24"," 15.0"," 22.0","  71.1","*","  63.0","*"," 0.17","G","999.9","010000"
"72306013722","2018-01-13","35.89227","-78.78194","120.5","RALEIGH DURHAM INTERNATIONAL AIRPORT, NC US","  50.4","24","  40.3","24","1012.1","21","994.4","24","  9.6","24"," 10.1","24"," 19.0"," 28.0","  71.1"," ","  37.0"," "," 0.44","G","999.9","010000"
