"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","TEMP","TEMP_ATTRIBUTES","DEWP","DEWP_ATTRIBUTES","SLP","SLP_ATTRIBUTES","STP","STP_ATTRIBUTES","VISIB","VISIB_ATTRIBUTES","WDSP","WDSP_ATTRIBUTES","MXSPD","GUST","MAX","MAX_ATTRIBUTES","MIN","MIN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNDP","FRSHTT"
"74693603712","2018-01-01","35.37861","-78.73361","60.4","ERWIN HARNETT CO AIRPORT, NC US","  25.3","24","  -5.9","24","9999.9"," 0","024.2","18"," 10.0","24","  5.8","24","  9.9"," 18.1","  29.8","*","  19.4","*"," 0.00","I","999.9","000000"
"74693603712","2018-01-02","35.37861","-78.73361","60.4","ERWIN HARNETT CO AIRPORT, NC US","  24.8","15","  -2.8","15","9999.9"," 0","027.0","15"," 10.0","15","  1.8","15","  9.9","999.9","  32.4","*","  17.1","*"," 0.00","I","999.9","000000"
"74693603712","2018-01-03","35.37861","-78.73361","60.4","ERWIN HARNETT CO AIRPORT, NC US","  27.8","16","   1.5","16","9999.9"," 0","016.1","16"," 10.0","16","  4.1","16","  7.0","999.9","  33.8","*","  17.1","*"," 0.00","I","999.9","000000"
"74693603712","2018-01-04","35.37861","-78.73361","60.4","ERWIN HARNETT CO AIRPORT, NC US","  27.6","18","  12.2","18","9999.9"," 0","002.8","18","  8.6","18","  6.6","18"," 12.0"," 18.1","  32.9","*","  21.9","*","99.99"," ","999.9","001000"
"74693603712","2018-01-05","35.37861","-78.73361","60.4","ERWIN HARNETT CO AIRPORT, NC US","  26.8","18","  -4.0","18","9999.9"," 0","014.1","18"," 10.0","16","  5.1","18"," 11.1"," 22.9","  32.5","*","  17.6","*"," 0.00","I","999.9","000000"
"74693603712","2018-01-06","35.37861","-78.73361","60.4","ERWIN HARNETT CO AIRPORT, NC US","  23.6","18","  -1.3","18","9999.9"," 0","023.0","18"," 10.0","18","  3.6","18","  8.9"," 14.0","  29.1","*","  16.7","*"," 0.00","I","999.9","000000"
"74693603712","2018-01-07","35.37861","-78.73361","60.4","ERWIN HARNETT CO AIRPORT, NC US","  24.5","13","  -8.4","13","9999.9"," 0","029.1","13"," 10.0","13","  2.4","13","  8.9","999.9","  29.5","*","  16.7","*"," 0.00","I","999.9","000000"
"74693603712","2018-01-08","35.37861","-78.73361","60.4","ERWIN HARNETT CO AIRPORT, NC US","  30.7","20","   5.6","20","9999.9"," 0","022.3","20"," 10.0","20","  1.2","20","  6.0","999.9","  48.2","*","  15.8","*"," 0.00","I","999.9","000000"
"74693603712","2018-01-09","35.37861","-78.73361","60.4","ERWIN HARNETT CO AIRPORT, NC US","  45.0","24","  27.4","24","9999.9"," 0","016.9","24"," 10.0","24","  0.9","24","  5.1","999.9","  65.8"," ","  30.6"," ","99.99"," ","999.9","010000"
"74693603712","2018-01-10","35.37861","-78.73361","60.4","ERWIN HARNETT CO AIRPORT, NC US","  48.2","24","  34.7","24","9999.9"," 0","020.1","24"," 10.0","24","  3.3","24","  8.0"," 15.0","  62.8"," ","  36.9"," "," 0.00","I","999.9","000000"
