"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","TEMP","TEMP_ATTRIBUTES","DEWP","DEWP_ATTRIBUTES","SLP","SLP_ATTRIBUTES","STP","STP_ATTRIBUTES","VISIB","VISIB_ATTRIBUTES","WDSP","WDSP_ATTRIBUTES","MXSPD","GUST","MAX","MAX_ATTRIBUTES","MIN","MIN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNDP","FRSHTT"
"72219303722","2018-01-01","36.28472","-78.98417","185.6","ROXBORO PERSON CO AIRPORT, NC US","  20.6","24","  -0.3","24","9999.9"," 0","009.6","19"," 10.0","24","  4.9","24"," 12.0"," 17.1","  26.6","*","   8.6","*"," 0.00","I","999.9","000000"
"72219303722","2018-01-02","36.28472","-78.98417","185.6","ROXBORO PERSON CO AIRPORT, NC US","  18.9","24","  -0.4","24","9999.9"," 0","011.7","23"," 10.0","24","  1.6","24","  8.0","999.9","  30.2","*","  10.4","*"," 0.00","I","999.9","000000"
"72219303722","2018-01-03","36.28472","-78.98417","185.6","ROXBORO PERSON CO AIRPORT, NC US","  17.7","24","   5.2","24","9999.9"," 0","003.7","24"," 10.0","24","  1.0","24","  6.0","999.9","  30.2","*","   6.8","*"," 0.00","I","999.9","000000"
"72219303722","2018-01-04","36.28472","-78.98417","185.6","ROXBORO PERSON CO AIRPORT, NC US","  24.7","18","  15.3","18","9999.9"," 0","988.3","18","  8.5","18","  7.2","18"," 15.0"," 25.1","  28.4","*","  21.2","*","99.99"," ","999.9","001000"
"72219303722","2018-01-05","36.28472","-78.98417","185.6","ROXBORO PERSON CO AIRPORT, NC US","  19.1","24","   0.0","24","9999.9"," 0","998.2","24"," 10.0","24","  6.3","24"," 13.0"," 20.0","  28.4","*","   8.6","*"," 0.00","I","999.9","000000"
"72219303722","2018-01-06","36.28472","-78.98417","185.6","ROXBORO PERSON CO AIRPORT, NC US","  14.7","24","  -1.2","24","9999.9"," 0","007.4","24"," 10.0","24","  3.0","24","  9.9"," 18.1","  24.8","*","   3.2","*"," 0.00","I","999.9","000000"
"72219303722","2018-01-07","36.28472","-78.98417","185.6","ROXBORO PERSON CO AIRPORT, NC US","  12.9","24","  -3.3","24","9999.9"," 0","013.6","24"," 10.0","24","  1.7","24","  6.0","999.9","  28.4","*","  -0.4","*"," 0.00","I","999.9","000000"
"72219303722","2018-01-08","36.28472","-78.98417","185.6","ROXBORO PERSON CO AIRPORT, NC US","  26.8","24","   7.8","24","9999.9"," 0","006.4","24"," 10.0","24","  3.8","24"," 12.0"," 17.1","  44.6","*","  14.0","*","99.99"," ","999.9","010000"
"72219303722","2018-01-09","36.28472","-78.98417","185.6","ROXBORO PERSON CO AIRPORT, NC US","  43.9","21","  32.9","21","9999.9"," 0","002.0","21"," 10.0","21","  1.2","21","  5.1","999.9","  59.0","*","  32.0","*","99.99"," ","999.9","010000"
"72219303722","2018-01-10","36.28472","-78.98417","185.6","ROXBORO PERSON CO AIRPORT, NC US","  46.9","24","  32.0","24","9999.9"," 0","005.8","24"," 10.0","24","  2.9","24","  6.0","999.9","  55.4","*","  41.0","*"," 0.00","I","999.9","000000"
"72219303722","2018-01-11","36.28472","-78.98417","185.6","ROXBORO PERSON CO AIRPORT, NC US","  44.7","24","  39.0","24","9999.9"," 0","004.3","24","  9.3","24","  1.7","24","  7.0","999.9","  60.8","*","  33.8","*","99.99"," ","999.9","010000"
"72219303722","2018-01-12","36.28472","-78.98417","185.6","ROXBORO PERSON CO AIRPORT, NC US","  63.7","24","  61.4","24","9999.9"," 0","991.1","24","  8.4","24","  8.0","24"," 15.9"," 29.9","  69.8","*","  60.8","*","99.99"," ","999.9","010000"
"72219303722","2018-01-13","36.28472","-78.98417","185.6","ROXBORO PERSON CO AIRPORT, NC US","  45.8","24","  37.3","24","9999.9"," 0","988.4","24","  9.9","24","  8.5","24"," 18.1"," 34.0","  62.6","*","  32.0","*","99.99"," ","999.9","010000"
"72219303722","2018-01-14","36.28472","-78.98417","185.6","ROXBORO PERSON CO AIRPORT, NC US","  26.4","24","  10.2","24","9999.9"," 0","010.2","24"," 10.0","24","  6.8","24","  9.9"," 17.1","  32.0","*","  19.4","*"," 0.00","I","999.9","000000"
"72219303722","2018-01-15","36.28472","-78.98417","185.6","ROXBORO PERSON CO AIRPORT, NC US","  23.5","24","   7.9","24","9999.9"," 0","011.5","24"," 10.0","24","  3.4","24","  7.0","999.9","  33.8","*","  14.0","*"," 0.00","I","999.9","000000"
"72219303722","2018-01-16","36.28472","-78.98417","185.6","ROXBORO PERSON CO AIRPORT, NC US","  27.1","24","  17.1","24","9999.9"," 0","008.4","24"," 10.0","24","  1.0","24","  6.0","999.9","  44.6","*","  15.8","*"," 0.00","I","999.9","000000"
"72219303722","2018-01-17","36.28472","-78.98417","185.6","ROXBORO PERSON CO AIRPORT, NC US","  31.6","24","  28.2","24","9999.9"," 0","003.2","24","  5.5","24","  3.1","24"," 11.1"," 17.1","  35.6","*","  26.6","*","99.99"," ","999.9","001000"
"72219303722","2018-01-18","36.28472","-78.98417","185.6","ROXBORO PERSON CO AIRPORT, NC US","  23.2","24","  12.7","24","9999.9"," 0","002.3","24","  9.5","24","  5.9","24"," 11.1"," 15.9","  35.6","*","  10.4","*","99.99"," ","999.9","001000"
"72219303722","2018-01-19","36.28472","-78.98417","185.6","ROXBORO PERSON CO AIRPORT, NC US","  31.1","24","  12.5","24","9999.9"," 0","000.5","24"," 10.0","24","  2.3","24","  8.0","999.9","  51.8","*","  12.2","*"," 0.00","I","999.9","000000"
"72219303722","2018-01-20","36.28472","-78.98417","185.6","ROXBORO PERSON CO AIRPORT, NC US","  36.0","24","  22.9","24","9999.9"," 0","998.6","24"," 10.0","24","  2.8","24","  8.0","999.9","  55.4","*","  23.0","*"," 0.00","I","999.9","000000"
"72219303722","2018-01-21","36.28472","-78.98417","185.6","ROXBORO PERSON CO AIRPORT, NC US","  44.8","24","  34.6","24","9999.9"," 0","000.7","24"," 10.0","24","  1.9","24","  6.0","999.9","  62.6","*","  30.2","*"," 0.00","I","999.9","000000"
"72219303722","2018-01-22","36.28472","-78.98417","185.6","ROXBORO PERSON CO AIRPORT, NC US","  44.0","24","  37.2","24","9999.9"," 0","999.8","24"," 10.0","24","  1.5","24","  7.0","999.9","  59.0","*","  32.0","*"," 0.00","I","999.9","000000"
"72219303722","2018-01-23","36.28472","-78.98417","185.6","ROXBORO PERSON CO AIRPORT, NC US","  59.6","24","  48.2","24","9999.9"," 0","988.4","24","  9.5","24"," 10.1","24"," 27.0"," 33.0","  68.0","*","  51.8","*","99.99"," ","999.9","010000"
"72219303722","2018-01-24","36.28472","-78.98417","185.6","ROXBORO PERSON CO AIRPORT, NC US","  45.0","24","  26.2","24","9999.9"," 0","995.7","24"," 10.0","24","  5.1","24"," 11.1"," 15.9","  53.6","*","  32.0","*"," 0.00","I","999.9","000000"
"72219303722","2018-01-25","36.28472","-78.98417","185.6","ROXBORO PERSON CO AIRPORT, NC US","  34.3","24","  21.6","24","9999.9"," 0","007.1","24"," 10.0","24","  3.1","24"," 12.0"," 15.9","  44.6","*","  21.2","*"," 0.00","I","999.9","000000"
"72219303722","2018-01-26","36.28472","-78.98417","185.6","ROXBORO PERSON CO AIRPORT, NC US","  34.9","24","  22.6","24","9999.9"," 0","014.6","24"," 10.0","24","  2.1","24","  8.9"," 14.0","  53.6","*","  21.2","*"," 0.00","I","999.9","000000"
"72219303722","2018-01-27","36.28472","-78.98417","185.6","ROXBORO PERSON CO AIRPORT, NC US","  44.7","24","  29.6","24","9999.9"," 0","012.2","24"," 10.0","24","  3.2","24"," 13.0"," 20.0","  62.6","*","  32.0","*"," 0.00","I","999.9","000000"
