"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","TEMP","TEMP_ATTRIBUTES","DEWP","DEWP_ATTRIBUTES","SLP","SLP_ATTRIBUTES","STP","STP_ATTRIBUTES","VISIB","VISIB_ATTRIBUTES","WDSP","WDSP_ATTRIBUTES","MXSPD","GUST","MAX","MAX_ATTRIBUTES","MIN","MIN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNDP","FRSHTT"
"74694003708","2018-01-01","35.46028","-77.96472","40.8","GOLDSBORO WAYNE MUNICIPAL AIRPORT, NC US","  23.0","24","   0.4","24","9999.9"," 0","026.7","19"," 10.0","24","  9.7","24"," 17.1"," 22.0","  27.1"," ","  16.5"," "," 0.00","I","999.9","000000"
"74694003708","2018-01-02","35.46028","-77.96472","40.8","GOLDSBORO WAYNE MUNICIPAL AIRPORT, NC US","  19.1","24","   2.5","24","9999.9"," 0","029.6","23"," 10.0","24","  3.2","24","  8.9","999.9","  29.1","*","   9.9","*"," 0.00","I","999.9","000000"
"74694003708","2018-01-03","35.46028","-77.96472","40.8","GOLDSBORO WAYNE MUNICIPAL AIRPORT, NC US","  31.9"," 5","  13.9"," 5","9999.9"," 0","011.8"," 5"," 10.0"," 5","  7.6"," 5","  8.9"," 15.0","  32.5"," ","  30.9"," "," 0.00","I","999.9","000000"
"74694003708","2018-01-04","35.46028","-77.96472","40.8","GOLDSBORO WAYNE MUNICIPAL AIRPORT, NC US","  27.0","18","  18.6","18","9999.9"," 0","003.8","18","  7.2","18","  9.0","18"," 15.9"," 25.1","  31.5","*","  22.8","*","99.99"," ","999.9","001000"
"74694003708","2018-01-05","35.46028","-77.96472","40.8","GOLDSBORO WAYNE MUNICIPAL AIRPORT, NC US","  21.6","24","   1.7","24","9999.9"," 0","016.2","24"," 10.0","24","  5.9","24"," 15.9"," 22.0","  29.7","*","  10.4","*"," 0.00","I","999.9","000000"
"74694003708","2018-01-06","35.46028","-77.96472","40.8","GOLDSBORO WAYNE MUNICIPAL AIRPORT, NC US","  15.6","24","   1.8","24","9999.9"," 0","025.1","24"," 10.0","24","  2.4","24","  8.0","999.9","  26.6","*","   3.9","*"," 0.00","I","999.9","000000"
"74694003708","2018-01-07","35.46028","-77.96472","40.8","GOLDSBORO WAYNE MUNICIPAL AIRPORT, NC US","  14.3","24","  -1.9","24","9999.9"," 0","032.0","24"," 10.0","24","  2.0","24","  8.0","999.9","  25.9"," ","   0.5"," "," 0.00","I","999.9","000000"
"74694003708","2018-01-08","35.46028","-77.96472","40.8","GOLDSBORO WAYNE MUNICIPAL AIRPORT, NC US","  22.0","24","  10.1","24","9999.9"," 0","025.2","24"," 10.0","24","  0.6","24","  5.1","999.9","  46.8"," ","   7.9"," "," 0.00","I","999.9","000000"
"74694003708","2018-01-09","35.46028","-77.96472","40.8","GOLDSBORO WAYNE MUNICIPAL AIRPORT, NC US","  43.1","24","  33.9","24","9999.9"," 0","019.2","24"," 10.0","24","  0.7","24","  6.0","999.9","  61.7"," ","  30.9"," ","99.99"," ","999.9","010000"
"74694003708","2018-01-10","35.46028","-77.96472","40.8","GOLDSBORO WAYNE MUNICIPAL AIRPORT, NC US","  41.7","24","  37.4","24","9999.9"," 0","022.9","24","  9.7","24","  2.2","24","  7.0","999.9","  55.6"," ","  30.9"," "," 0.00","I","999.9","000000"
"74694003708","2018-01-11","35.46028","-77.96472","40.8","GOLDSBORO WAYNE MUNICIPAL AIRPORT, NC US","  51.3","24","  50.1","24","9999.9"," 0","020.8","24","  8.2","24","  3.4","24"," 11.1"," 17.1","  68.2"," ","  40.1"," ","99.99"," ","999.9","010000"
"74694003708","2018-01-12","35.46028","-77.96472","40.8","GOLDSBORO WAYNE MUNICIPAL AIRPORT, NC US","  65.9","24","  65.7","24","9999.9"," 0","009.1","24","  7.8","24","  6.3","24"," 12.0"," 20.0","  70.7"," ","  62.4"," ","99.99"," ","999.9","010000"
"74694003708","2018-01-13","35.46028","-77.96472","40.8","GOLDSBORO WAYNE MUNICIPAL AIRPORT, NC US","  54.3","24","  48.4","24","9999.9"," 0","005.1","24","  9.9","24","  8.5","24"," 14.0"," 20.0","  65.8"," ","  40.3"," ","99.99"," ","999.9","010000"
"74694003708","2018-01-14","35.46028","-77.96472","40.8","GOLDSBORO WAYNE MUNICIPAL AIRPORT, NC US","  31.2","24","  14.8","24","9999.9"," 0","026.6","24"," 10.0","24","  9.1","24"," 14.0"," 20.0","  41.2"," ","  23.0"," "," 0.00","I","999.9","000000"
"74694003708","2018-01-15","35.46028","-77.96472","40.8","GOLDSBORO WAYNE MUNICIPAL AIRPORT, NC US","  28.2","24","  15.8","24","9999.9"," 0","028.2","24"," 10.0","24","  6.1","24","  8.9"," 14.0","  40.5"," ","  22.8"," "," 0.00","I","999.9","000000"
"74694003708","2018-01-16","35.46028","-77.96472","40.8","GOLDSBORO WAYNE MUNICIPAL AIRPORT, NC US","  31.7","24","  23.8","24","9999.9"," 0","026.0","24"," 10.0","24","  0.2","24","  4.1","999.9","  47.8"," ","  21.2"," "," 0.00","I","999.9","000000"
"74694003708","2018-01-17","35.46028","-77.96472","40.8","GOLDSBORO WAYNE MUNICIPAL AIRPORT, NC US","  33.0","24","  29.4","24","9999.9"," 0","020.1","24","  8.9","24","  3.4","24"," 14.0"," 19.0","  39.6"," ","  27.1"," ","99.99"," ","999.9","011000"
"74694003708","2018-01-18","35.46028","-77.96472","40.8","GOLDSBORO WAYNE MUNICIPAL AIRPORT, NC US","  26.0","24","  18.0","24","9999.9"," 0","019.1","24","  8.6","24","  8.4","24"," 15.9"," 22.0","  34.9"," ","  17.6"," ","99.99"," ","999.9","001000"
"74694003708","2018-01-19","35.46028","-77.96472","40.8","GOLDSBORO WAYNE MUNICIPAL AIRPORT, NC US","  36.4","24","  22.4","24","9999.9"," 0","018.3","24"," 10.0","24","  5.3","24","  8.9","999.9","  55.8"," ","  26.6"," "," 0.00","I","999.9","000000"
"74694003708","2018-01-20","35.46028","-77.96472","40.8","GOLDSBORO WAYNE MUNICIPAL AIRPORT, NC US","  39.6","24","  25.3","24","9999.9"," 0","016.4","24"," 10.0","24","  4.3","24","  9.9"," 14.0","  59.5"," ","  27.1"," "," 0.00","I","999.9","000000"
"74694003708","2018-01-21","35.46028","-77.96472","40.8","GOLDSBORO WAYNE MUNICIPAL AIRPORT, NC US","  47.4","24","  33.5","24","9999.9"," 0","018.0","24"," 10.0","24","  2.6","24","  8.0","999.9","  67.8"," ","  32.9"," "," 0.00","I","999.9","000000"
"74694003708","2018-01-22","35.46028","-77.96472","40.8","GOLDSBORO WAYNE MUNICIPAL AIRPORT, NC US","  47.7","24","  42.3","24","9999.9"," 0","017.6","24","  9.6","24","  1.9","24","  9.9","999.9","  63.5"," ","  34.9"," ","99.99"," ","999.9","001000"
"74694003708","2018-01-23","35.46028","-77.96472","40.8","GOLDSBORO WAYNE MUNICIPAL AIRPORT, NC US","  63.5","24","  57.4","24","9999.9"," 0","007.0","24","  9.6","24"," 10.9","24"," 22.9"," 31.1","  72.3"," ","  54.7"," ","99.99"," ","999.9","010000"
"74694003708","2018-01-24","35.46028","-77.96472","40.8","GOLDSBORO WAYNE MUNICIPAL AIRPORT, NC US","  48.0","24","  30.5","24","9999.9"," 0","012.7","24"," 10.0","24","  4.6","24"," 12.0"," 17.1","  61.2"," ","  32.4"," "," 0.00","I","999.9","000000"
"74694003708","2018-01-25","35.46028","-77.96472","40.8","GOLDSBORO WAYNE MUNICIPAL AIRPORT, NC US","  39.5","24","  24.1","24","9999.9"," 0","023.8","24"," 10.0","24","  4.1","24","  9.9"," 17.1","  48.0"," ","  30.0"," "," 0.00","I","999.9","000000"
"74694003708","2018-01-26","35.46028","-77.96472","40.8","GOLDSBORO WAYNE MUNICIPAL AIRPORT, NC US","  36.3","24","  26.0","24","9999.9"," 0","032.7","24"," 10.0","24","  0.9","24","  6.0","999.9","  55.6"," ","  22.8"," "," 0.00","I","999.9","000000"
"74694003708","2018-01-27","35.46028","-77.96472","40.8","GOLDSBORO WAYNE MUNICIPAL AIRPORT, NC US","  45.2","24","  36.4","24","9999.9"," 0","030.0","24","  9.9","24","  2.7","24"," 12.0"," 15.9","  65.8"," ","  29.3"," "," 0.00","I","999.9","000000"
"74694003708","2018-01-28","35.46028","-77.96472","40.8","GOLDSBORO WAYNE MUNICIPAL AIRPORT, NC US","  55.2","24","  54.0","24","9999.9"," 0","021.4","24","  8.1","24","  1.2","24","  4.1","999.9","  58.3"," ","  51.4"," ","99.99"," ","999.9","010000"
"74694003708","2018-01-29","35.46028","-77.96472","40.8","GOLDSBORO WAYNE MUNICIPAL AIRPORT, NC US","  51.4","24","  51.3","24","9999.9"," 0","011.1","24","  4.8","24","  7.4","24"," 14.0"," 21.0","  56.5"," ","  40.5"," ","99.99"," ","999.9","010000"
"74694003708","2018-01-30","35.46028","-77.96472","40.8","GOLDSBORO WAYNE MUNICIPAL AIRPORT, NC US","  38.1","24","  30.2","24","9999.9"," 0","014.4","23","  9.8","24","  7.5","24"," 14.0"," 22.9","  42.3"," ","  32.0"," ","99.99"," ","999.9","010000"
"74694003708","2018-01-31","35.46028","-77.96472","40.8","GOLDSBORO WAYNE MUNICIPAL AIRPORT, NC US","  32.1","24","  14.6","24","9999.9"," 0","023.2","21"," 10.0","24","  2.8","24","  7.0","999.9","  44.4"," ","  19.2"," "," 0.00","I","999.9","000000"
"74694003708","2018-02-01","35.46028","-77.96472","40.8","GOLDSBORO WAYNE MUNICIPAL AIRPORT, NC US","  44.0","24","  32.5","24","9999.9"," 0","016.4","19"," 10.0","24","  7.7","24"," 18.1"," 24.1","  64.4"," ","  30.2"," "," 0.00","I","999.9","000000"
"74694003708","2018-02-02","35.46028","-77.96472","40.8","GOLDSBORO WAYNE MUNICIPAL AIRPORT, NC US","  47.6","24","  36.8","24","9999.9"," 0","014.1","24","  9.5","24","  8.6","24"," 15.0"," 21.0","  56.8"," ","  34.7"," ","99.99"," ","999.9","010000"
"74694003708","2018-02-03","35.46028","-77.96472","40.8","GOLDSBORO WAYNE MUNICIPAL AIRPORT, NC US","  29.8","24","   8.4","24","9999.9"," 0","027.2","24"," 10.0","24","  4.0","24","  8.0","999.9","  40.3"," ","  21.6"," "," 0.00","I","999.9","000000"
"74694003708","2018-02-04","35.46028","-77.96472","40.8","GOLDSBORO WAYNE MUNICIPAL AIRPORT, NC US","  41.1","24","  35.4","24","9999.9"," 0","017.0","24","  8.4","24","  3.9","24"," 13.0"," 18.1","  59.2"," ","  31.1"," ","99.99"," ","999.9","010000"
"74694003708","2018-02-05","35.46028","-77.96472","40.8","GOLDSBORO WAYNE MUNICIPAL AIRPORT, NC US","  46.0","24","  39.9","24","9999.9"," 0","011.3","24","  9.2","24","  5.2","24"," 11.1"," 17.1","  57.7"," ","  34.7"," ","99.99"," ","999.9","010000"
"74694003708","2018-02-06","35.46028","-77.96472","40.8","GOLDSBORO WAYNE MUNICIPAL AIRPORT, NC US","  42.0","24","  36.0","24","9999.9"," 0","021.9","24","  9.4","24","  2.2","24"," 11.1"," 14.0","  62.4"," ","  28.9"," "," 0.00","I","999.9","000000"
"74694003708","2018-02-07","35.46028","-77.96472","40.8","GOLDSBORO WAYNE MUNICIPAL AIRPORT, NC US","  55.1","24","  49.2","24","9999.9"," 0","019.1","24"," 10.0","24","  5.4","24"," 17.1"," 26.0","  68.4","*","  42.6","*","99.99"," ","999.9","010000"
"74694003708","2018-02-08","35.46028","-77.96472","40.8","GOLDSBORO WAYNE MUNICIPAL AIRPORT, NC US","  49.7","24","  43.0","24","9999.9"," 0","019.8","24","  9.8","24","  6.5","24"," 12.0"," 18.1","  65.3"," ","  37.9"," ","99.99"," ","999.9","010000"
"74694003708","2018-02-09","35.46028","-77.96472","40.8","GOLDSBORO WAYNE MUNICIPAL AIRPORT, NC US","  39.9","24","  32.4","24","9999.9"," 0","027.1","24","  8.0","24","  1.3","24","  8.0","999.9","  59.4"," ","  26.8"," "," 0.00","I","999.9","000000"
"74694003708","2018-02-10","35.46028","-77.96472","40.8","GOLDSBORO WAYNE MUNICIPAL AIRPORT, NC US","  54.1","24","  51.9","24","9999.9"," 0","019.8","24","  8.2","24","  1.6","24","  8.9","999.9","  70.2"," ","  42.4"," ","99.99"," ","999.9","010000"
"74694003708","2018-02-11","35.46028","-77.96472","40.8","GOLDSBORO WAYNE MUNICIPAL AIRPORT, NC US","  69.2","24","  65.9","24","9999.9"," 0","014.0","24"," 10.0","24","  8.1","24"," 18.1"," 25.1","  75.0"," ","  63.1"," ","99.99"," ","999.9","010000"
"74694003708","2018-02-12","35.46028","-77.96472","40.8","GOLDSBORO WAYNE MUNICIPAL AIRPORT, NC US","  64.2","24","  62.1","24","9999.9"," 0","017.7","24","  9.4","24","  6.8","24"," 20.0"," 26.0","  71.4"," ","  44.1"," ","99.99"," ","999.9","010000"
"74694003708","2018-02-13","35.46028","-77.96472","40.8","GOLDSBORO WAYNE MUNICIPAL AIRPORT, NC US","  43.0","24","  36.0","24","9999.9"," 0","032.2","24","  8.9","24","  9.2","24"," 15.0"," 19.0","  45.0"," ","  38.3"," ","99.99"," ","999.9","010000"
