"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","TEMP","TEMP_ATTRIBUTES","DEWP","DEWP_ATTRIBUTES","SLP","SLP_ATTRIBUTES","STP","STP_ATTRIBUTES","VISIB","VISIB_ATTRIBUTES","WDSP","WDSP_ATTRIBUTES","MXSPD","GUST","MAX","MAX_ATTRIBUTES","MIN","MIN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNDP","FRSHTT"
"72220103723","2018-01-01","35.58222","-79.10111","75.3","SANFORD LEE CO REGIONAL AIRPORT, NC US","  23.3","24","  -1.8","24","9999.9"," 0","022.5","19"," 10.0","24","  6.5","24"," 12.0"," 17.1","  27.9"," ","  14.0"," "," 0.00","I","999.9","000000"
"72220103723","2018-01-02","35.58222","-79.10111","75.3","SANFORD LEE CO REGIONAL AIRPORT, NC US","  19.0","24","   0.1","24","9999.9"," 0","025.2","24"," 10.0","24","  1.7","24","  8.0","999.9","  30.6"," ","   5.4"," "," 0.00","I","999.9","000000"
"72220103723","2018-01-03","35.58222","-79.10111","75.3","SANFORD LEE CO REGIONAL AIRPORT, NC US","  17.5","24","   4.3","24","9999.9"," 0","016.9","24","  9.9","24","  1.5","24","  8.0","999.9","  32.2"," ","   5.0"," ","99.99"," ","999.9","001000"
"72220103723","2018-01-04","35.58222","-79.10111","75.3","SANFORD LEE CO REGIONAL AIRPORT, NC US","  23.1","18","  16.9","18","9999.9"," 0","001.6","18","  7.7","18","  4.9","18"," 17.1"," 24.1","  29.3","*","  14.7","*"," 0.03","G","999.9","011000"
"72220103723","2018-01-05","35.58222","-79.10111","75.3","SANFORD LEE CO REGIONAL AIRPORT, NC US","  19.2","24","   0.1","24","9999.9"," 0","012.2","24"," 10.0","24","  4.9","24"," 12.0"," 24.1","  30.7","*","   3.4","*"," 0.00","G","999.9","000000"
"72220103723","2018-01-06","35.58222","-79.10111","75.3","SANFORD LEE CO REGIONAL AIRPORT, NC US","  13.3","24","   0.0","24","9999.9"," 0","020.9","24"," 10.0","24","  2.3","24"," 13.0"," 15.9","  26.2","*","  -1.1","*"," 0.00","I","999.9","000000"
"72220103723","2018-01-07","35.58222","-79.10111","75.3","SANFORD LEE CO REGIONAL AIRPORT, NC US","  10.9","24","  -2.2","24","9999.9"," 0","027.2","24"," 10.0","24","  0.5","24","  5.1","999.9","  27.7","*","  -4.0","*"," 0.00","I","999.9","000000"
"72220103723","2018-01-08","35.58222","-79.10111","75.3","SANFORD LEE CO REGIONAL AIRPORT, NC US","  22.7","24","   8.8","24","9999.9"," 0","020.3","24"," 10.0","24","  0.7","24","  5.1","999.9","  44.8","*","   9.0","*","99.99"," ","999.9","010000"
"72220103723","2018-01-09","35.58222","-79.10111","75.3","SANFORD LEE CO REGIONAL AIRPORT, NC US","  40.6","24","  34.5","24","9999.9"," 0","014.9","24","  9.2","24","  0.2","24","  2.9","999.9","  63.0","*","  28.4","*","99.99"," ","999.9","010000"
"72220103723","2018-01-10","35.58222","-79.10111","75.3","SANFORD LEE CO REGIONAL AIRPORT, NC US","  44.8","24","  34.7","24","9999.9"," 0","018.2","24"," 10.0","24","  1.1","24","  5.1","999.9","  61.0","*","  32.9","*"," 0.00","I","999.9","000000"
"72220103723","2018-01-11","35.58222","-79.10111","75.3","SANFORD LEE CO REGIONAL AIRPORT, NC US","  51.9","24","  45.2","24","9999.9"," 0","016.0","24","  9.8","24","  1.6","24","  5.1","999.9","  68.0","*","  41.7","*","99.99"," ","999.9","010000"
"72220103723","2018-01-12","35.58222","-79.10111","75.3","SANFORD LEE CO REGIONAL AIRPORT, NC US","  65.8","24","  63.8","24","9999.9"," 0","003.5","24","  8.6","24","  5.2","24"," 13.0"," 17.1","  70.7","*","  60.3","*","99.99"," ","999.9","010000"
"72220103723","2018-01-13","35.58222","-79.10111","75.3","SANFORD LEE CO REGIONAL AIRPORT, NC US","  50.2","24","  41.6","24","9999.9"," 0","001.3","24","  9.4","24","  6.9","24"," 17.1"," 25.1","  66.2","*","  36.7","*","99.99"," ","999.9","010000"
"72220103723","2018-01-14","35.58222","-79.10111","75.3","SANFORD LEE CO REGIONAL AIRPORT, NC US","  29.5","24","  11.5","24","9999.9"," 0","022.7","24"," 10.0","24","  8.0","24"," 14.0"," 20.0","  36.3","*","  21.9","*"," 0.00","I","999.9","000000"
"72220103723","2018-01-15","35.58222","-79.10111","75.3","SANFORD LEE CO REGIONAL AIRPORT, NC US","  25.5","24","   9.4","24","9999.9"," 0","024.3","24"," 10.0","24","  3.2","24","  8.9","999.9","  38.7","*","  16.5","*"," 0.00","I","999.9","000000"
"72220103723","2018-01-16","35.58222","-79.10111","75.3","SANFORD LEE CO REGIONAL AIRPORT, NC US","  28.3","24","  18.0","24","9999.9"," 0","021.6","24"," 10.0","24","  0.6","24","  5.1","999.9","  46.0","*","  15.8","*"," 0.00","I","999.9","000000"
"72220103723","2018-01-17","35.58222","-79.10111","75.3","SANFORD LEE CO REGIONAL AIRPORT, NC US","  32.0","24","  28.4","24","9999.9"," 0","015.7","24","  7.0","23","  2.3","24"," 12.0"," 18.1","  35.2","*","  28.6","*","99.99"," ","999.9","011000"
"72220103723","2018-01-19","35.58222","-79.10111","75.3","SANFORD LEE CO REGIONAL AIRPORT, NC US","  27.9","24","  20.6","24","9999.9"," 0","014.2","24","  9.1","24","  0.7","24","  6.0","999.9","  49.5","*","  14.5","*"," 0.00","I","999.9","100000"
