"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","TEMP","TEMP_ATTRIBUTES","DEWP","DEWP_ATTRIBUTES","SLP","SLP_ATTRIBUTES","STP","STP_ATTRIBUTES","VISIB","VISIB_ATTRIBUTES","WDSP","WDSP_ATTRIBUTES","MXSPD","GUST","MAX","MAX_ATTRIBUTES","MIN","MIN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNDP","FRSHTT"
"72028803711","2018-01-01","36.36139","-78.52889","160.6","HENDERSON OXFORD AIRPORT, NC US","  18.1","24","  -2.6","24","9999.9"," 0","011.8","20"," 10.0","24","  5.3","24","  9.9"," 15.9","  24.4","*","   9.3","*"," 0.00","I","999.9","000000"
"72028803711","2018-01-02","36.36139","-78.52889","160.6","HENDERSON OXFORD AIRPORT, NC US","  16.6","24","  -3.2","24","9999.9"," 0","014.0","24"," 10.0","24","  2.7","24","  8.0"," 14.0","  27.5","*","   4.1","*"," 0.00","I","999.9","000000"
"72028803711","2018-01-03","36.36139","-78.52889","160.6","HENDERSON OXFORD AIRPORT, NC US","  17.6","24","   2.2","24","9999.9"," 0","006.2","24"," 10.0","24","  1.2","24","  7.0","999.9","  29.5","*","   5.5","*"," 0.00","I","999.9","000000"
"72028803711","2018-01-04","36.36139","-78.52889","160.6","HENDERSON OXFORD AIRPORT, NC US","  23.8","17","  11.2","17","9999.9"," 0","990.3","17","  9.3","17","  8.3","17"," 15.9"," 24.1","  26.6","*","  20.3","*","99.99"," ","999.9","001000"
"72028803711","2018-01-05","36.36139","-78.52889","160.6","HENDERSON OXFORD AIRPORT, NC US","  17.4","24","  -3.5","24","9999.9"," 0","000.2","24"," 10.0","24","  6.7","24"," 12.0"," 21.0","  26.2"," ","   9.0"," "," 0.00","I","999.9","000000"
"72028803711","2018-01-06","36.36139","-78.52889","160.6","HENDERSON OXFORD AIRPORT, NC US","  14.5","24","  -4.5","24","9999.9"," 0","009.6","24"," 10.0","24","  4.4","24"," 12.0"," 19.0","  23.5"," ","   2.8"," "," 0.00","I","999.9","000000"
"72028803711","2018-01-07","36.36139","-78.52889","160.6","HENDERSON OXFORD AIRPORT, NC US","  13.5","24","  -6.7","24","9999.9"," 0","016.1","24"," 10.0","24","  1.8","24","  7.0","999.9","  26.6"," ","   0.3"," "," 0.00","I","999.9","000000"
"72028803711","2018-01-08","36.36139","-78.52889","160.6","HENDERSON OXFORD AIRPORT, NC US","  25.4","24","   3.5","24","9999.9"," 0","008.9","24"," 10.0","24","  2.8","24"," 13.0"," 17.1","  45.0"," ","  14.0"," ","99.99"," ","999.9","010000"
"72028803711","2018-01-09","36.36139","-78.52889","160.6","HENDERSON OXFORD AIRPORT, NC US","  42.9","24","  29.0","24","9999.9"," 0","004.3","24"," 10.0","24","  4.6","24","  8.0","999.9","  58.1","*","  32.5","*","99.99"," ","999.9","010000"
"72028803711","2018-01-10","36.36139","-78.52889","160.6","HENDERSON OXFORD AIRPORT, NC US","  44.8","24","  30.7","24","9999.9"," 0","008.6","24"," 10.0","24","  3.0","24","  6.0","999.9","  54.7","*","  38.8","*"," 0.00","I","999.9","000000"
