"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","TEMP","TEMP_ATTRIBUTES","DEWP","DEWP_ATTRIBUTES","SLP","SLP_ATTRIBUTES","STP","STP_ATTRIBUTES","VISIB","VISIB_ATTRIBUTES","WDSP","WDSP_ATTRIBUTES","MXSPD","GUST","MAX","MAX_ATTRIBUTES","MIN","MIN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNDP","FRSHTT"
"72213103713","2018-01-01","35.54083","-78.39028","50.3","SMITHFIELD JOHNSTON CO AIRPORT, NC US","  25.0","23","   0.1","23","9999.9"," 0","025.6","19"," 10.0","23","  7.8","23"," 14.0"," 19.0","  30.2","*","  17.6","*"," 0.00","I","999.9","000000"
"72213103713","2018-01-02","35.54083","-78.39028","50.3","SMITHFIELD JOHNSTON CO AIRPORT, NC US","  20.4","24","   4.2","24","9999.9"," 0","028.4","24"," 10.0","24","  1.7","24","  6.0","999.9","  32.0","*","  12.2","*"," 0.00","I","999.9","000000"
"72213103713","2018-01-03","35.54083","-78.39028","50.3","SMITHFIELD JOHNSTON CO AIRPORT, NC US","  22.3","22","   9.7","22","9999.9"," 0","019.5","22"," 10.0","21","  3.1","22","  9.9"," 15.0","  33.8","*","  10.4","*"," 0.00","I","999.9","000000"
"72213103713","2018-01-04","35.54083","-78.39028","50.3","SMITHFIELD JOHNSTON CO AIRPORT, NC US","  28.7","18","  18.8","18","9999.9"," 0","003.7","18","  7.6","18","  4.8","18"," 13.0"," 20.0","  32.0","*","  24.8","*","99.99"," ","999.9","001000"
"72213103713","2018-01-05","35.54083","-78.39028","50.3","SMITHFIELD JOHNSTON CO AIRPORT, NC US","  23.3","24","   2.7","24","9999.9"," 0","015.2","24"," 10.0","24","  2.5","24","  8.9"," 18.1","  32.0","*","  10.4","*"," 0.00","I","999.9","000000"
"72213103713","2018-01-06","35.54083","-78.39028","50.3","SMITHFIELD JOHNSTON CO AIRPORT, NC US","  18.0","24","   3.9","24","9999.9"," 0","023.9","24"," 10.0","24","  1.5","24","  8.0","999.9","  30.2","*","   3.2","*"," 0.00","I","999.9","000000"
"72213103713","2018-01-07","35.54083","-78.39028","50.3","SMITHFIELD JOHNSTON CO AIRPORT, NC US","  14.4","24","   1.5","24","9999.9"," 0","030.8","24"," 10.0","24","  0.7","24","  6.0","999.9","  28.4","*","   3.2","*"," 0.00","I","999.9","000000"
"72213103713","2018-01-08","35.54083","-78.39028","50.3","SMITHFIELD JOHNSTON CO AIRPORT, NC US","  24.8","24","  11.8","24","9999.9"," 0","024.0","24"," 10.0","24","  0.9","24","  6.0","999.9","  46.4","*","  12.2","*"," 0.00","I","999.9","000000"
"72213103713","2018-01-09","35.54083","-78.39028","50.3","SMITHFIELD JOHNSTON CO AIRPORT, NC US","  43.2","24","  34.1","24","9999.9"," 0","018.0","24"," 10.0","24","  0.7","24","  5.1","999.9","  64.4","*","  30.2","*","99.99"," ","999.9","010000"
"72213103713","2018-01-10","35.54083","-78.39028","50.3","SMITHFIELD JOHNSTON CO AIRPORT, NC US","  43.1","24","  36.2","24","9999.9"," 0","021.6","24"," 10.0","24","  1.0","24","  6.0","999.9","  60.8","*","  32.0","*"," 0.00","I","999.9","000000"
